Net Asset Value,NAV date
20.6756,18-Aug-16
20.6814,19-Aug-16
20.6893,22-Aug-16
20.675,23-Aug-16
20.6876,24-Aug-16
20.6931,25-Aug-16
20.696,26-Aug-16
20.7118,29-Aug-16
20.7133,30-Aug-16
20.7229,31-Aug-16
20.7322,01-Sep-16
20.7267,02-Sep-16
20.7454,06-Sep-16
20.7358,07-Sep-16
20.7428,08-Sep-16
20.7466,09-Sep-16
20.7705,12-Sep-16
20.7404,14-Sep-16
20.7529,15-Sep-16
20.7648,16-Sep-16
20.7677,19-Sep-16
20.7598,20-Sep-16
20.7671,21-Sep-16
20.7746,22-Sep-16
20.792,23-Sep-16
20.7869,26-Sep-16
20.7975,27-Sep-16
20.783,28-Sep-16
20.7992,29-Sep-16
20.8284,30-Sep-16
20.8239,03-Oct-16
20.8276,04-Oct-16
20.834,05-Oct-16
20.8516,06-Oct-16
20.85,07-Oct-16
20.862,10-Oct-16
20.8827,13-Oct-16
20.8751,14-Oct-16
20.8945,17-Oct-16
20.8946,18-Oct-16
20.8945,19-Oct-16
20.8966,20-Oct-16
20.9013,21-Oct-16
20.9012,24-Oct-16
20.9111,25-Oct-16
20.9055,26-Oct-16
20.9207,27-Oct-16
20.9418,28-Oct-16
20.9573,01-Nov-16
20.9602,02-Nov-16
20.9652,03-Nov-16
20.9692,04-Nov-16
20.9896,07-Nov-16
20.9776,08-Nov-16
20.9829,09-Nov-16
20.9896,10-Nov-16
20.9862,11-Nov-16
20.9914,15-Nov-16
21.0144,16-Nov-16
21.0033,17-Nov-16
21.0229,18-Nov-16
21.0332,21-Nov-16
21.0293,22-Nov-16
21.0413,23-Nov-16
21.0257,24-Nov-16
21.0693,25-Nov-16
21.0629,28-Nov-16
21.0677,29-Nov-16
21.0542,30-Nov-16
21.0751,01-Dec-16
21.0725,02-Dec-16
21.0601,05-Dec-16
21.0767,06-Dec-16
21.0752,07-Dec-16
21.0891,08-Dec-16
21.0853,09-Dec-16
21.0971,12-Dec-16
21.1018,13-Dec-16
21.1048,14-Dec-16
21.0907,15-Dec-16
21.1035,16-Dec-16
21.1006,19-Dec-16
21.1048,20-Dec-16
21.1064,21-Dec-16
21.1042,22-Dec-16
21.1177,23-Dec-16
21.1267,26-Dec-16
21.1365,27-Dec-16
21.1327,28-Dec-16
21.1471,29-Dec-16
21.1708,30-Dec-16
21.1498,02-Jan-17
21.1705,03-Jan-17
21.1565,04-Jan-17
21.1613,05-Jan-17
21.1476,06-Jan-17
21.1576,09-Jan-17
21.1742,10-Jan-17
21.1814,11-Jan-17
21.1653,12-Jan-17
21.1654,13-Jan-17
21.1592,16-Jan-17
21.1712,17-Jan-17
21.1687,18-Jan-17
21.1796,19-Jan-17
21.183,20-Jan-17
21.1818,23-Jan-17
21.1731,24-Jan-17
21.1937,25-Jan-17
21.1887,27-Jan-17
21.2102,30-Jan-17
21.2151,31-Jan-17
21.2074,01-Feb-17
21.2236,02-Feb-17
21.2146,03-Feb-17
21.2245,06-Feb-17
21.2221,07-Feb-17
21.2158,08-Feb-17
21.2318,09-Feb-17
